sale_id,invoice_date,product_id,distributor_id,region,state,city,channel,quantity_units,gross_sales_inr,discount_inr,net_sales_inr,cogs_inr,gross_profit_inr,units_returned,return_value_inr,doctor_specialty,sales_rep_id,payment_days,on_time_payment
S001150,2024-03-21,P035,D016,West,Maharashtra,Mumbai,Retail Pharmacy,236,42649.92,3258.47,39391.45,21008.72,18382.73,0,0,Diabetologist,SR022,49,Yes
S001151,2024-12-26,P029,D023,East,Odisha,Bhubaneswar,Clinic,119,14418.04,1329.23,13088.81,7669.55,5419.26,0,0,Orthopedist,SR023,56,Yes
S001152,2025-03-04,P010,D056,South,Tamil Nadu,Chennai,Retail Pharmacy,216,35318.16,3120.16,32198,15981.84,16216.16,0,0,Not Applicable,SR024,3,Yes
S001153,2025-12-17,P013,D026,North,Uttar Pradesh,Lucknow,Retail Pharmacy,103,5751.52,459.88,5291.64,2805.72,2485.92,0,0,Pulmonologist,SR001,22,Yes
S001154,2025-08-31,P008,D039,North,Punjab,Ludhiana,E-Pharmacy,373,53782.87,5203.99,48578.88,23901.84,24677.04,0,0,Not Applicable,SR002,43,Yes
S001155,2025-04-10,P002,D008,South,Tamil Nadu,Chennai,Clinic,440,21159.6,2242.77,18916.83,10687.6,8229.23,0,0,Diabetologist,SR003,21,No
S001156,2025-08-04,P021,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,445,70541.4,7646.93,62894.47,32360.4,30534.07,0,0,Not Applicable,SR004,11,Yes
S001157,2024-07-30,P036,D024,Central,Madhya Pradesh,Indore,E-Pharmacy,419,187284.62,14634.93,172649.69,95066.91,77582.78,0,0,Gastroenterologist,SR005,37,Yes
S001158,2024-05-29,P034,D023,East,Odisha,Bhubaneswar,Clinic,88,12865.6,781.63,12083.97,5821.2,6262.77,0,0,Not Applicable,SR006,43,Yes
S001159,2025-09-24,P009,D006,West,Rajasthan,Jaipur,Retail Pharmacy,106,14944.94,1616.87,13328.07,6855.02,6473.05,0,0,Not Applicable,SR007,42,Yes
S001160,2024-10-11,P033,D042,West,Rajasthan,Jaipur,Hospital,435,66598.5,7991.82,58606.68,30550.05,28056.63,0,0,Not Applicable,SR008,63,No
S001161,2025-05-02,P015,D059,East,Odisha,Bhubaneswar,E-Pharmacy,166,9993.2,625.05,9368.15,4714.4,4653.75,0,0,General Physician,SR009,16,No
S001162,2025-03-31,P035,D039,North,Punjab,Ludhiana,E-Pharmacy,60,10843.2,771.49,10071.71,5341.2,4730.51,0,0,Cardiologist,SR010,38,Yes
S001163,2025-08-09,P017,D006,West,Rajasthan,Jaipur,Retail Pharmacy,109,10086.86,862.4,9224.46,5364.98,3859.48,0,0,Orthopedist,SR011,40,Yes
S001164,2024-09-04,P022,D055,South,Karnataka,Bengaluru,Government Tender,458,78711.88,14955.26,63756.62,35614.08,28142.54,0,0,Not Applicable,SR012,45,No
S001165,2025-08-01,P014,D042,West,Rajasthan,Jaipur,Hospital,345,17308.65,2077.04,15231.61,8742.3,6489.31,0,0,General Physician,SR013,58,Yes
S001166,2024-02-16,P005,D030,West,Rajasthan,Jaipur,Government Tender,140,11981.2,2276.43,9704.77,6372.8,3331.97,0,0,Orthopedist,SR014,73,No
S001167,2024-03-22,P009,D017,West,Gujarat,Ahmedabad,Hospital,71,10010.29,1201.23,8809.06,4591.57,4217.49,0,0,Not Applicable,SR015,3,Yes
S001168,2024-11-03,P027,D033,South,Telangana,Hyderabad,Clinic,422,30768.02,3153.85,27614.17,14512.58,13101.59,0,0,Pulmonologist,SR016,19,Yes
S001169,2024-08-03,P029,D011,East,Odisha,Bhubaneswar,Retail Pharmacy,388,47010.08,2830.39,44179.69,25006.6,19173.09,0,0,Cardiologist,SR017,4,Yes
S001170,2024-03-03,P001,D034,East,West Bengal,Kolkata,E-Pharmacy,295,12655.5,1268.47,11387.03,6174.35,5212.68,0,0,Diabetologist,SR018,20,Yes
S001171,2025-12-14,P012,D051,North,Punjab,Ludhiana,Retail Pharmacy,376,164586.48,16836.27,147750.21,83547.2,64203.01,0,0,Pulmonologist,SR019,32,No
S001172,2024-03-11,P003,D012,Central,Madhya Pradesh,Indore,Hospital,307,25226.19,3027.14,22199.05,11899.32,10299.73,0,0,Cardiologist,SR020,43,Yes
S001173,2025-05-01,P034,D021,South,Telangana,Hyderabad,Retail Pharmacy,443,64766.6,6383.36,58383.24,29304.45,29078.79,0,0,Not Applicable,SR021,40,Yes
S001174,2025-05-31,P009,D050,North,Uttar Pradesh,Lucknow,Government Tender,95,13394.05,2544.87,10849.18,6143.65,4705.53,0,0,Not Applicable,SR022,31,No
S001175,2025-07-06,P035,D025,North,Delhi,New Delhi,Government Tender,216,39035.52,7416.75,31618.77,19228.32,12390.45,0,0,Pulmonologist,SR023,55,Yes
S001176,2025-06-10,P013,D001,North,Delhi,New Delhi,Retail Pharmacy,371,20716.64,1266.62,19450.02,10106.04,9343.98,0,0,Cardiologist,SR024,33,No
S001177,2025-08-09,P004,D050,North,Uttar Pradesh,Lucknow,Government Tender,534,38405.28,7297,31108.28,19106.52,12001.76,64,3728.33,Diabetologist,SR001,21,No
S001178,2025-02-11,P001,D032,South,Tamil Nadu,Chennai,Hospital,297,12741.3,1528.96,11212.34,6216.21,4996.13,0,0,Cardiologist,SR002,46,No
S001179,2024-01-19,P007,D028,West,Maharashtra,Mumbai,Clinic,329,43043.07,4200.03,38843.04,20694.1,18148.94,0,0,Gastroenterologist,SR003,24,Yes
S001180,2025-03-16,P015,D057,South,Telangana,Hyderabad,Hospital,145,8729,1047.48,7681.52,4118,3563.52,0,0,Orthopedist,SR004,24,Yes
S001181,2024-11-29,P012,D033,South,Telangana,Hyderabad,Clinic,266,116436.18,12394.09,104042.09,59105.2,44936.89,9,3520.22,Pulmonologist,SR005,20,Yes
S001182,2025-02-12,P030,D038,North,Uttar Pradesh,Lucknow,Clinic,78,9049.56,638.45,8411.11,4865.64,3545.47,0,0,Cardiologist,SR006,37,Yes
S001183,2025-09-02,P001,D052,West,Maharashtra,Mumbai,Hospital,364,15615.6,1873.87,13741.73,7618.52,6123.21,8,302.02,Cardiologist,SR007,20,Yes
S001184,2025-01-24,P011,D047,East,Odisha,Bhubaneswar,Hospital,147,28234.29,3388.11,24846.18,13909.14,10937.04,0,0,Diabetologist,SR008,35,Yes
S001185,2024-12-08,P001,D039,North,Punjab,Ludhiana,E-Pharmacy,251,10767.9,891.96,9875.94,5253.43,4622.51,0,0,Pulmonologist,SR009,37,Yes
S001186,2025-12-22,P014,D021,South,Telangana,Hyderabad,Retail Pharmacy,139,6973.63,737.8,6235.83,3522.26,2713.57,0,0,Diabetologist,SR010,57,Yes
S001187,2024-06-08,P026,D050,North,Uttar Pradesh,Lucknow,Government Tender,243,12307.95,2338.51,9969.44,6215.94,3753.5,0,0,Orthopedist,SR011,30,No
S001188,2025-06-08,P001,D005,West,Gujarat,Ahmedabad,Government Tender,449,19262.1,3659.8,15602.3,9397.57,6204.73,44,1528.96,Orthopedist,SR012,21,Yes
S001189,2025-10-06,P003,D044,South,Tamil Nadu,Chennai,E-Pharmacy,341,28019.97,1934.45,26085.52,13217.16,12868.36,0,0,Pulmonologist,SR013,25,Yes
S001190,2025-06-05,P010,D020,South,Tamil Nadu,Chennai,Government Tender,490,80119.9,15222.78,64897.12,36255.1,28642.02,0,0,Not Applicable,SR014,45,Yes
S001191,2025-08-25,P031,D049,North,Delhi,New Delhi,E-Pharmacy,419,50954.59,3871.37,47083.22,24498.93,22584.29,0,0,Cardiologist,SR015,48,Yes
S001192,2024-12-20,P035,D012,Central,Madhya Pradesh,Indore,Hospital,399,72107.28,8652.87,63454.41,35518.98,27935.43,0,0,Orthopedist,SR016,27,Yes
S001193,2025-01-07,P020,D003,North,Punjab,Ludhiana,Clinic,378,47862.36,5019.87,42842.49,21273.84,21568.65,0,0,Not Applicable,SR017,28,Yes
S001194,2024-01-15,P005,D026,North,Uttar Pradesh,Lucknow,Retail Pharmacy,425,36371.5,2741.82,33629.68,19346,14283.68,0,0,Gastroenterologist,SR018,18,Yes
S001195,2025-12-20,P006,D044,South,Tamil Nadu,Chennai,E-Pharmacy,209,22557.37,2137.96,20419.41,12128.27,8291.14,0,0,Pulmonologist,SR019,14,Yes
S001196,2025-10-10,P036,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,204,91183.92,6019.23,85164.69,46285.56,38879.13,0,0,Cardiologist,SR020,11,Yes
S001197,2025-04-03,P013,D033,South,Telangana,Hyderabad,Clinic,330,18427.2,1779.21,16647.99,8989.2,7658.79,0,0,General Physician,SR021,22,Yes
S001198,2024-02-05,P027,D003,North,Punjab,Ludhiana,Clinic,346,25226.86,2248.68,22978.18,11898.94,11079.24,0,0,Cardiologist,SR022,38,Yes
S001199,2024-04-03,P035,D025,North,Delhi,New Delhi,Government Tender,101,18252.72,3468.02,14784.7,8991.02,5793.68,0,0,Gastroenterologist,SR023,60,Yes
S001200,2024-12-22,P009,D032,South,Tamil Nadu,Chennai,Hospital,251,35388.49,4246.62,31141.87,16232.17,14909.7,0,0,Not Applicable,SR024,42,Yes
S001201,2025-01-11,P017,D030,West,Rajasthan,Jaipur,Government Tender,213,19711.02,3745.09,15965.93,10483.86,5482.07,0,0,General Physician,SR001,64,No
S001202,2025-01-24,P031,D050,North,Uttar Pradesh,Lucknow,Government Tender,169,20552.09,3904.9,16647.19,9881.43,6765.76,0,0,Diabetologist,SR002,21,No
S001203,2025-05-15,P011,D051,North,Punjab,Ludhiana,Retail Pharmacy,307,58965.49,6409.94,52555.55,29048.34,23507.21,0,0,Diabetologist,SR003,33,No
S001204,2025-01-14,P011,D002,North,Uttar Pradesh,Lucknow,Hospital,72,13829.04,1659.48,12169.56,6812.64,5356.92,0,0,General Physician,SR004,18,No
S001205,2024-09-17,P006,D038,North,Uttar Pradesh,Lucknow,Clinic,401,43279.93,3687.68,39592.25,23270.03,16322.22,0,0,Cardiologist,SR005,38,Yes
S001206,2025-05-03,P004,D021,South,Telangana,Hyderabad,Retail Pharmacy,261,18771.12,1942.56,16828.56,9338.58,7489.98,0,0,Pulmonologist,SR006,50,Yes
S001207,2025-06-07,P005,D057,South,Telangana,Hyderabad,Hospital,227,19426.66,2331.2,17095.46,10333.04,6762.42,0,0,Orthopedist,SR007,36,No
S001208,2024-02-27,P004,D006,West,Rajasthan,Jaipur,Retail Pharmacy,377,27113.84,2052.64,25061.2,13489.06,11572.14,0,0,Orthopedist,SR008,43,Yes
S001209,2025-09-13,P029,D052,West,Maharashtra,Mumbai,Hospital,412,49917.92,5990.15,43927.77,26553.4,17374.37,0,0,Cardiologist,SR009,27,Yes
S001210,2024-05-04,P013,D045,South,Telangana,Hyderabad,Government Tender,412,23006.08,4371.16,18634.92,11222.88,7412.04,0,0,Gastroenterologist,SR010,41,Yes
S001211,2024-12-18,P011,D053,West,Gujarat,Ahmedabad,Clinic,107,20551.49,1507.19,19044.3,10124.34,8919.96,0,0,General Physician,SR011,29,Yes
S001212,2024-12-28,P017,D060,Central,Madhya Pradesh,Indore,Government Tender,121,11197.34,2127.49,9069.85,5955.62,3114.23,0,0,General Physician,SR012,60,Yes
S001213,2025-01-02,P009,D001,North,Delhi,New Delhi,Retail Pharmacy,258,36375.42,2757.64,33617.78,16684.86,16932.92,0,0,Not Applicable,SR013,20,Yes
S001214,2025-11-21,P029,D039,North,Punjab,Ludhiana,E-Pharmacy,326,39498.16,3148.99,36349.17,21010.7,15338.47,0,0,Orthopedist,SR014,37,Yes
S001215,2024-02-08,P018,D031,South,Karnataka,Bengaluru,Retail Pharmacy,372,47303.52,3611.96,43691.56,25433.64,18257.92,0,0,Orthopedist,SR015,27,Yes
S001216,2025-05-02,P028,D050,North,Uttar Pradesh,Lucknow,Government Tender,424,37977.68,7215.76,30761.92,18893.44,11868.48,0,0,Orthopedist,SR016,11,Yes
S001217,2025-03-31,P032,D034,East,West Bengal,Kolkata,E-Pharmacy,202,23476.44,1548.42,21928.02,10433.3,11494.72,0,0,Not Applicable,SR017,28,Yes
S001218,2025-02-02,P026,D005,West,Gujarat,Ahmedabad,Government Tender,117,5926.05,1125.95,4800.1,2992.86,1807.24,5,205.13,General Physician,SR018,31,No
S001219,2025-08-21,P008,D015,North,Punjab,Ludhiana,Government Tender,314,45275.66,8602.38,36673.28,20121.12,16552.16,0,0,Not Applicable,SR019,39,Yes
S001220,2024-05-19,P012,D026,North,Uttar Pradesh,Lucknow,Retail Pharmacy,133,58218.09,6255.08,51963.01,29552.6,22410.41,0,0,Cardiologist,SR020,19,Yes
S001221,2025-05-02,P015,D009,South,Telangana,Hyderabad,E-Pharmacy,191,11498.2,860.14,10638.06,5424.4,5213.66,0,0,Orthopedist,SR021,16,Yes
S001222,2024-07-29,P027,D042,West,Rajasthan,Jaipur,Hospital,406,29601.46,3552.18,26049.28,13962.34,12086.94,0,0,Diabetologist,SR022,52,Yes
S001223,2024-11-01,P021,D012,Central,Madhya Pradesh,Indore,Hospital,414,65627.28,7875.27,57752.01,30106.08,27645.93,0,0,Not Applicable,SR023,40,Yes
S001224,2024-05-11,P022,D050,North,Uttar Pradesh,Lucknow,Government Tender,151,25950.86,4930.66,21020.2,11741.76,9278.44,0,0,Not Applicable,SR024,29,No
S001225,2024-04-06,P011,D048,Central,Madhya Pradesh,Indore,Clinic,272,52243.04,4814.74,47428.3,25736.64,21691.66,0,0,Cardiologist,SR001,22,Yes
S001226,2025-01-29,P025,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,132,4183.08,369.68,3813.4,2040.72,1772.68,0,0,Gastroenterologist,SR002,8,Yes
S001227,2024-03-09,P027,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,103,7509.73,553.32,6956.41,3542.17,3414.24,0,0,General Physician,SR003,16,No
S001228,2025-12-09,P010,D053,West,Gujarat,Ahmedabad,Clinic,157,25671.07,1943.61,23727.46,11616.43,12111.03,16,2418.09,Not Applicable,SR004,14,Yes
S001229,2024-02-07,P012,D048,Central,Madhya Pradesh,Indore,Clinic,454,198729.42,12467.37,186262.05,100878.8,85383.25,0,0,Gastroenterologist,SR005,33,No
S001230,2025-04-23,P026,D009,South,Telangana,Hyderabad,E-Pharmacy,275,13928.75,1305.69,12623.06,7034.5,5588.56,0,0,Pulmonologist,SR006,14,Yes
S001231,2024-08-13,P004,D016,West,Maharashtra,Mumbai,Retail Pharmacy,313,22510.96,1613.31,20897.65,11199.14,9698.51,0,0,Orthopedist,SR007,65,No
S001232,2025-03-15,P001,D060,Central,Madhya Pradesh,Indore,Government Tender,213,9137.7,1736.16,7401.54,4458.09,2943.45,0,0,General Physician,SR008,68,No
S001233,2024-09-10,P004,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,123,8846.16,651.81,8194.35,4400.94,3793.41,0,0,Gastroenterologist,SR009,3,Yes
S001234,2025-09-09,P010,D035,East,Odisha,Bhubaneswar,Government Tender,335,54775.85,10407.41,44368.44,24786.65,19581.79,0,0,Not Applicable,SR010,16,No
S001235,2024-09-25,P034,D051,North,Punjab,Ludhiana,Retail Pharmacy,349,51023.8,5462.72,45561.08,23086.35,22474.73,41,5352.45,Not Applicable,SR011,27,Yes
S001236,2025-07-09,P011,D029,West,Gujarat,Ahmedabad,E-Pharmacy,364,69913.48,7619.37,62294.11,34441.68,27852.43,0,0,Orthopedist,SR012,60,Yes
S001237,2024-04-29,P001,D042,West,Rajasthan,Jaipur,Hospital,92,3946.8,473.62,3473.18,1925.56,1547.62,0,0,General Physician,SR013,57,Yes
S001238,2024-11-25,P019,D034,East,West Bengal,Kolkata,E-Pharmacy,329,47507.6,3483.44,44024.16,22839.18,21184.98,0,0,Diabetologist,SR014,26,Yes
S001239,2024-12-07,P015,D019,South,Karnataka,Bengaluru,E-Pharmacy,78,4695.6,282.69,4412.91,2215.2,2197.71,0,0,General Physician,SR015,47,Yes
S001240,2025-10-15,P013,D004,West,Maharashtra,Mumbai,E-Pharmacy,119,6644.96,514.26,6130.7,3241.56,2889.14,0,0,Gastroenterologist,SR016,16,Yes
S001241,2025-10-31,P001,D057,South,Telangana,Hyderabad,Hospital,151,6477.9,777.35,5700.55,3160.43,2540.12,0,0,Diabetologist,SR017,24,Yes
S001242,2024-08-16,P025,D012,Central,Madhya Pradesh,Indore,Hospital,498,15781.62,1893.79,13887.83,7699.08,6188.75,0,0,Pulmonologist,SR018,45,Yes
S001243,2024-10-14,P003,D002,North,Uttar Pradesh,Lucknow,Hospital,294,24157.98,2898.96,21259.02,11395.44,9863.58,0,0,Cardiologist,SR019,11,Yes
S001244,2024-05-12,P018,D012,Central,Madhya Pradesh,Indore,Hospital,187,23778.92,2853.47,20925.45,12785.19,8140.26,0,0,Gastroenterologist,SR020,31,Yes
S001245,2024-07-03,P012,D032,South,Tamil Nadu,Chennai,Hospital,569,249068.37,29888.2,219180.17,126431.8,92748.37,0,0,Cardiologist,SR021,40,Yes
S001246,2025-03-04,P019,D004,West,Maharashtra,Mumbai,E-Pharmacy,66,9530.4,910.04,8620.36,4581.72,4038.64,0,0,Pulmonologist,SR022,17,Yes
S001247,2024-04-30,P009,D031,South,Karnataka,Bengaluru,Retail Pharmacy,117,16495.83,1337.08,15158.75,7566.39,7592.36,0,0,Not Applicable,SR023,27,Yes
S001248,2024-07-07,P015,D057,South,Telangana,Hyderabad,Hospital,66,3973.2,476.78,3496.42,1874.4,1622.02,0,0,Diabetologist,SR024,14,Yes
S001249,2024-03-10,P011,D040,West,Maharashtra,Mumbai,Government Tender,101,19399.07,3685.82,15713.25,9556.62,6156.63,0,0,General Physician,SR001,48,No
S001250,2025-06-17,P030,D028,West,Maharashtra,Mumbai,Clinic,276,32021.52,2603.78,29417.74,17216.88,12200.86,0,0,Cardiologist,SR002,23,Yes
S001251,2025-10-05,P034,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,97,14181.4,1068.44,13112.96,6416.55,6696.41,0,0,Not Applicable,SR003,10,Yes
S001252,2024-10-12,P001,D018,West,Rajasthan,Jaipur,Clinic,246,10553.4,768.24,9785.16,5148.78,4636.38,0,0,Diabetologist,SR004,16,Yes
S001253,2025-03-29,P019,D017,West,Gujarat,Ahmedabad,Hospital,257,37110.8,4453.3,32657.5,17840.94,14816.56,0,0,Diabetologist,SR005,3,Yes
S001254,2025-12-05,P013,D031,South,Karnataka,Bengaluru,Retail Pharmacy,284,15858.56,1146.46,14712.1,7736.16,6975.94,0,0,Diabetologist,SR006,38,Yes
S001255,2024-01-21,P035,D012,Central,Madhya Pradesh,Indore,Hospital,313,56565.36,6787.84,49777.52,27863.26,21914.26,0,0,Orthopedist,SR007,44,Yes
S001256,2025-03-23,P035,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,203,36686.16,3839.98,32846.18,18071.06,14775.12,0,0,Diabetologist,SR008,31,No
S001257,2025-10-17,P008,D026,North,Uttar Pradesh,Lucknow,Retail Pharmacy,81,11679.39,883.71,10795.68,5190.48,5605.2,0,0,Not Applicable,SR009,27,Yes
S001258,2024-10-19,P012,D037,North,Delhi,New Delhi,Hospital,140,61282.2,7353.86,53928.34,31108,22820.34,1,385.2,Orthopedist,SR010,36,Yes
S001259,2024-11-10,P030,D026,North,Uttar Pradesh,Lucknow,Retail Pharmacy,430,49888.6,4421.53,45467.07,26823.4,18643.67,20,2114.75,Cardiologist,SR011,26,Yes
S001260,2024-05-15,P033,D012,Central,Madhya Pradesh,Indore,Hospital,128,19596.8,2351.62,17245.18,8989.44,8255.74,0,0,Not Applicable,SR012,51,No
S001261,2025-01-11,P010,D006,West,Rajasthan,Jaipur,Retail Pharmacy,209,34173.59,2808.27,31365.32,15463.91,15901.41,0,0,Not Applicable,SR013,31,Yes
S001262,2024-10-03,P006,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,424,45762.32,5024.08,40738.24,24604.72,16133.52,0,0,Diabetologist,SR014,3,Yes
S001263,2025-12-23,P023,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,280,53166.4,5230.83,47935.57,26191.2,21744.37,0,0,General Physician,SR015,3,Yes
S001264,2025-04-23,P023,D055,South,Karnataka,Bengaluru,Government Tender,233,44242.04,8405.99,35836.05,21794.82,14041.23,0,0,Cardiologist,SR016,45,No
S001265,2024-03-14,P031,D039,North,Punjab,Ludhiana,E-Pharmacy,151,18363.11,1846.8,16516.31,8828.97,7687.34,0,0,Diabetologist,SR017,42,Yes
S001266,2024-05-30,P023,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,364,69116.32,4315.57,64800.75,34048.56,30752.19,0,0,Orthopedist,SR018,14,Yes
S001267,2025-05-19,P036,D046,East,West Bengal,Kolkata,Retail Pharmacy,223,99676.54,10201.73,89474.81,50596.47,38878.34,0,0,Cardiologist,SR019,36,Yes
S001268,2025-07-09,P036,D001,North,Delhi,New Delhi,Retail Pharmacy,290,129624.2,8082.33,121541.87,65798.1,55743.77,0,0,Pulmonologist,SR020,16,Yes
S001269,2025-09-07,P011,D020,South,Tamil Nadu,Chennai,Government Tender,526,101028.82,19195.48,81833.34,49770.12,32063.22,32,4978.45,General Physician,SR021,36,Yes
S001270,2025-05-07,P009,D038,North,Uttar Pradesh,Lucknow,Clinic,378,53294.22,5744.1,47550.12,24445.26,23104.86,0,0,Not Applicable,SR022,37,Yes
S001271,2024-07-22,P008,D042,West,Rajasthan,Jaipur,Hospital,74,10670.06,1280.41,9389.65,4741.92,4647.73,0,0,Not Applicable,SR023,62,No
S001272,2025-07-09,P020,D010,East,West Bengal,Kolkata,Government Tender,174,22031.88,4186.06,17845.82,9792.72,8053.1,0,0,Not Applicable,SR024,58,Yes
S001273,2024-02-01,P014,D047,East,Odisha,Bhubaneswar,Hospital,372,18663.24,2239.59,16423.65,9426.48,6997.17,0,0,Pulmonologist,SR001,32,Yes
S001274,2024-12-05,P006,D040,West,Maharashtra,Mumbai,Government Tender,313,33782.09,6418.6,27363.49,18163.39,9200.1,0,0,Cardiologist,SR002,37,Yes
S001275,2025-03-08,P008,D010,East,West Bengal,Kolkata,Government Tender,299,43112.81,8191.43,34921.38,19159.92,15761.46,0,0,Not Applicable,SR003,68,No
S001276,2025-02-17,P009,D027,North,Punjab,Ludhiana,Hospital,80,11279.2,1353.5,9925.7,5173.6,4752.1,0,0,Not Applicable,SR004,12,Yes
S001277,2025-03-02,P003,D059,East,Odisha,Bhubaneswar,E-Pharmacy,107,8792.19,832.88,7959.31,4147.32,3811.99,0,0,General Physician,SR005,17,No
S001278,2024-07-25,P017,D001,North,Delhi,New Delhi,Retail Pharmacy,406,37571.24,2536.18,35035.06,19983.32,15051.74,0,0,Gastroenterologist,SR006,12,Yes
S001279,2025-07-11,P004,D058,East,West Bengal,Kolkata,Clinic,362,26035.04,2547.21,23487.83,12952.36,10535.47,0,0,Orthopedist,SR007,8,Yes
S001280,2025-09-28,P017,D035,East,Odisha,Bhubaneswar,Government Tender,356,32944.24,6259.41,26684.83,17522.32,9162.51,0,0,General Physician,SR008,13,Yes
S001281,2024-11-18,P027,D031,South,Karnataka,Bengaluru,Retail Pharmacy,56,4082.96,265.38,3817.58,1925.84,1891.74,0,0,Diabetologist,SR009,34,Yes
S001282,2024-06-15,P020,D001,North,Delhi,New Delhi,Retail Pharmacy,414,52420.68,3728.49,48692.19,23299.92,25392.27,0,0,Not Applicable,SR010,12,Yes
S001283,2024-08-05,P021,D056,South,Tamil Nadu,Chennai,Retail Pharmacy,154,24412.08,1722.02,22690.06,11198.88,11491.18,0,0,Not Applicable,SR011,6,Yes
S001284,2024-12-11,P027,D049,North,Delhi,New Delhi,E-Pharmacy,417,30403.47,3036.05,27367.42,14340.63,13026.79,0,0,Diabetologist,SR012,47,Yes
S001285,2024-01-01,P029,D013,North,Delhi,New Delhi,Clinic,154,18658.64,1529.66,17128.98,9925.3,7203.68,0,0,Pulmonologist,SR013,64,No
S001286,2025-09-28,P021,D032,South,Tamil Nadu,Chennai,Hospital,488,77357.76,9282.93,68074.83,35487.36,32587.47,0,0,Not Applicable,SR014,40,Yes
S001287,2025-01-03,P028,D035,East,Odisha,Bhubaneswar,Government Tender,119,10658.83,2025.18,8633.65,5302.64,3331.01,0,0,Diabetologist,SR015,23,No
S001288,2024-10-10,P025,D054,West,Rajasthan,Jaipur,E-Pharmacy,400,12676,794.93,11881.07,6184,5697.07,0,0,Diabetologist,SR016,62,No
S001289,2025-03-26,P008,D002,North,Uttar Pradesh,Lucknow,Hospital,127,18312.13,2197.46,16114.67,8138.16,7976.51,0,0,Not Applicable,SR017,20,No
S001290,2025-04-26,P018,D060,Central,Madhya Pradesh,Indore,Government Tender,325,41327,7852.13,33474.87,22220.25,11254.62,0,0,Diabetologist,SR018,69,No
S001291,2025-12-15,P005,D011,East,Odisha,Bhubaneswar,Retail Pharmacy,381,32605.98,1967.99,30637.99,17343.12,13294.87,0,0,General Physician,SR019,10,Yes
S001292,2025-11-14,P033,D019,South,Karnataka,Bengaluru,E-Pharmacy,65,9951.5,1012.75,8938.75,4564.95,4373.8,0,0,Not Applicable,SR020,56,Yes
S001293,2025-10-19,P008,D034,East,West Bengal,Kolkata,E-Pharmacy,308,44410.52,4634.36,39776.16,19736.64,20039.52,0,0,Not Applicable,SR021,27,Yes
S001294,2025-09-19,P025,D042,West,Rajasthan,Jaipur,Hospital,417,13214.73,1585.77,11628.96,6446.82,5182.14,0,0,Pulmonologist,SR022,53,Yes
S001295,2025-11-19,P006,D010,East,West Bengal,Kolkata,Government Tender,73,7878.89,1496.99,6381.9,4236.19,2145.71,0,0,Cardiologist,SR023,71,No
S001296,2025-09-27,P019,D010,East,West Bengal,Kolkata,Government Tender,378,54583.2,10370.81,44212.39,26240.76,17971.63,0,0,Cardiologist,SR024,73,No
S001297,2025-06-29,P007,D048,Central,Madhya Pradesh,Indore,Clinic,355,46444.65,5083.86,41360.79,22329.5,19031.29,0,0,General Physician,SR001,29,Yes
S001298,2024-09-03,P010,D022,East,West Bengal,Kolkata,Hospital,355,58046.05,6965.53,51080.52,26266.45,24814.07,0,0,Not Applicable,SR002,47,Yes
S001299,2025-07-18,P034,D031,South,Karnataka,Bengaluru,Retail Pharmacy,296,43275.2,3985,39290.2,19580.4,19709.8,0,0,Not Applicable,SR003,39,Yes
S001300,2025-09-09,P003,D030,West,Rajasthan,Jaipur,Government Tender,361,29663.37,5636.04,24027.33,13992.36,10034.97,0,0,Cardiologist,SR004,58,Yes
S001301,2024-02-04,P015,D020,South,Tamil Nadu,Chennai,Government Tender,488,29377.6,5581.74,23795.86,13859.2,9936.66,0,0,General Physician,SR005,50,No
S001302,2024-02-27,P011,D053,West,Gujarat,Ahmedabad,Clinic,426,81821.82,7060.01,74761.81,40308.12,34453.69,0,0,Diabetologist,SR006,23,Yes
S001303,2024-08-08,P031,D034,East,West Bengal,Kolkata,E-Pharmacy,206,25051.66,2724.67,22326.99,12044.82,10282.17,0,0,Orthopedist,SR007,25,Yes
S001304,2025-12-04,P012,D038,North,Uttar Pradesh,Lucknow,Clinic,180,78791.4,5308.62,73482.78,39996,33486.78,0,0,General Physician,SR008,45,Yes
S001305,2025-02-05,P016,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,161,15674.96,1701.37,13973.59,7798.84,6174.75,0,0,Orthopedist,SR009,11,Yes
S001306,2025-09-06,P004,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,370,26610.4,2533.07,24077.33,13238.6,10838.73,0,0,Orthopedist,SR010,24,Yes
S001307,2024-02-15,P021,D024,Central,Madhya Pradesh,Indore,E-Pharmacy,270,42800.4,3654.84,39145.56,19634.4,19511.16,0,0,Not Applicable,SR011,26,Yes
S001308,2025-10-20,P014,D042,West,Rajasthan,Jaipur,Hospital,200,10034,1204.08,8829.92,5068,3761.92,0,0,Cardiologist,SR012,49,Yes
